Aba Boost 1,Aba Boost 2,Aba Boost 3,Aba Boost 4
101638,132542,122718,-36969
158009,46749,63741,-12251
155261,56183,62573,-9949
152482,65228,61642,-8090
110906,132890,116956,-24576
107481,134261,123735,-29583
103881,134537,130739,-35105
42981,-44379,177467,-83248
153935,58467,65445,-4588
151206,67254,64766,-2489
113736,134120,118522,-17539
110742,135366,125080,-22543
47932,-31116,180042,-90131
46741,-39859,176165,-87465
45524,-47626,171922,-84550
26731,-93715,113415,-17525
27071,-92421,110753,-9725
27812,-90180,108130,-1716
28732,-87080,105610,6460
50731,-26449,178105,-94800
49486,-35206,174652,-92493
48228,-43028,170930,-89698
27558,-91674,117080,-23532
27619,-90891,114689,-15945
28061,-89171,112357,-8078
28675,-86601,110097,239
50984,-30454,173072,-98360
49696,-38314,169860,-95684
27206,-89500,120746,-29230
26975,-89235,118637,-21511
27122,-88036,116598,-13470
25326,-87348,122522,-26965
12697,-3941,161271,51149
48319,229649,91959,12093
41614,229082,92304,16663
22968,3706,132166,75278
18071,6877,120075,104838
19405,6259,124719,94204
20717,3785,128383,82040
10110,-9736,64626,-141235
7431,-7081,58727,-148041
4522,-2514,53952,-152834
18244,6526,115156,108705
19261,6271,119655,98464
20230,4106,123384,86592
10726,-3558,63042,-141472
8604,-990,57578,-148534
6125,3431,53003,-153420
16251,5199,115203,98520
16887,3277,118889,87272
19507,-5297,122917,-30535
8379,2061,62093,-138123
6798,4550,57190,-145087
4748,8792,53052,-149803
10962,-2996,122226,323
11534,-2806,122816,-13315
12448,-1758,118638,-27124
12361,-1015,108883,-40351
10282,-1954,99938,-53050
8127,-2551,91559,-65967
-9794,37284,6964,4321
-5155,24293,6455,9048
-4534,36724,674,5349
-4634,47508,-4036,1396
208,22662,136,9391
959,35705,-5273,5674
988,47108,-9666,1657
