Aba Boost 1,Aba Boost 2,Aba Boost 3,Aba Boost 4
67803,25883,150613,-42386
70644,23252,143308,-38023
69516,21284,146538,-37199
68835,19301,153129,-35557
67082,75038,154302,-38524
72564,76902,162150,-42839
82251,79951,170349,-50463
85609,79941,173963,-53417
85864,76338,174958,-54333
63535,35137,160155,-46684
59384,28076,153110,-42611
54743,18581,164677,-33694
47665,21145,150533,-36345
-7871,35275,139327,-31036
-11126,7370,144522,5885
61476,77260,155740,-32014
67123,79387,163955,-37058
72735,81567,167749,-41859
55740,21556,170236,-36085
49654,20350,168358,-37166
42369,22895,153887,-40447
24244,49032,84726,-51015
22524,42408,80720,-42359
20571,36481,76973,-34365
17563,30703,78835,-27034
14228,25816,84420,-20077
4399,73031,75641,-35745
8080,74882,81782,-33295
12259,72761,96157,-26644
14925,70369,110781,-20934
10641,68419,125037,-19728
-907,100103,131975,-33838
-2132,99360,130298,-31462
-3694,72922,132266,-61074
-4851,60135,129483,-53075
-5951,47335,132085,-44947
-7533,35369,136431,-38111
-8061,27455,140861,-35134
-13746,39216,137230,-39701
-16826,35572,141006,-28948
-19823,28173,146575,-17784
-20454,12174,150572,819
-20708,7030,147698,6752
-20528,6934,144714,8080
58245,79367,157171,-25369
64053,81757,165753,-31037
69829,84199,169787,-36423
53727,23507,173811,-36850
47699,22237,171937,-38344
40340,24782,157122,-41996
24514,53744,90472,-56209
22731,51051,86029,-51807
21127,44017,81981,-43297
19290,37704,78188,-35428
16381,31529,80147,-28260
12938,26260,86042,-21424
909,73849,76275,-35937
4460,75696,82560,-33762
8496,73372,97352,-27322
10983,70809,112417,-21765
6228,68692,127172,-20692
3854,69290,130318,-18091
-7741,100725,133357,-33289
-9219,99855,131699,-31090
-11095,93511,125573,-24309
1883,65621,130211,1474
5425,60855,128563,8029
589,45809,115227,31305
-7364,84904,134942,-68696
-8092,72992,131702,-61103
-8960,59986,129326,-53132
-9774,46930,132330,-44994
-11045,34921,137087,-38327
-11264,27164,141982,-35739
-12942,19460,147732,-33623
-18670,39830,138806,-37711
-22125,36009,142869,-26588
-25254,28418,148880,-15663
-25880,20160,152600,-6404
-26060,11904,153628,2313
-26338,6654,150788,7556
-26180,6460,147546,8436
25334,55946,91858,-57586
23873,53007,87411,-53169
22602,45554,83328,-44734
21094,38846,79496,-36924
18528,32282,81564,-29794
15305,26595,87765,-23096
1490,74572,76944,-35975
4912,76394,83352,-33967
8802,73878,98568,-27638
11144,71144,114074,-22133
6160,68868,129310,-21001
3551,69355,132467,-18127
-9312,101364,134620,-31271
-11023,100399,132841,-29195
-12925,93731,126675,-22734
-7941,62065,130723,1944
-2717,66653,131367,-1088
1011,61869,129781,5398
-1962,55284,121298,12974
-2437,51213,116343,20403
-3319,46363,116455,28202
-4326,44268,118218,33252
14788,84394,86346,45324
15694,90970,67958,49012
16629,93923,52065,56400
18937,100937,25781,70023
21012,105330,13370,75975
-11619,73199,131123,-60701
-12226,59996,129140,-52672
-12784,46706,132538,-44420
-13749,34679,137707,-37854
-13787,27087,143079,-35636
-26309,36777,144737,-23383
-29504,28954,151144,-12694
-30290,11816,156494,4544
-30616,6476,153828,9106
-5411,67527,132491,-3284
-1558,62676,130996,3175
-4365,55899,122383,10758
-4670,51720,117316,18117
-5346,46800,117534,25906
-6205,44619,119479,30772
12575,84385,88147,46024
13276,90684,69388,49942
14080,93430,53162,57376
14843,96471,39837,64516
16039,100015,26693,71064
17944,104192,14162,77035
20477,115125,2673,76810
52968,85740,162104,-6658
58860,88720,171716,-13704
65068,91752,176428,-20834
52574,27626,183464,-42229
47108,26082,181614,-45176
40025,28547,165861,-50128
11221,84445,90167,46163
11757,90425,71041,50357
12499,92917,54455,57912
13108,95712,41058,65168
14156,99048,27798,71810
15879,102983,15113,77905
18350,114024,3636,77851
54055,84583,144693,2941
58017,87843,162245,-2162
63785,90997,172179,-9384
69866,94204,177074,-16714
78502,93426,188670,-34285
78502,88642,189830,-38284
58624,36094,157542,-32888
57856,33836,161564,-36840
58208,28714,184688,-43417
52894,27054,182826,-46705
45873,29459,166939,-51908
-9960,-16338,161260,51855
-4956,-11670,164528,47032
-986,-8146,161008,43512
61200,89570,162642,-611
66831,92943,172913,-7604
81257,95661,189691,-31784
81115,90875,190899,-35780
75505,76895,191759,-33616
57682,40162,166488,-31384
62084,37500,158062,-31646
61374,35232,162048,-35572
56790,28250,183948,-45382
49886,30644,167988,-50454
-11995,68189,113353,-1903
-12884,64558,116898,-580
-11646,-23206,157240,53838
-6969,-18791,163131,49664
-2126,-14340,166570,45312
1537,-11153,163103,42377
3458,-10156,156242,41358
81384,101230,188760,-25202
81532,98068,190402,-29475
81050,93256,191672,-33583
75442,79052,192502,-31616
58483,41777,166737,-30043
62996,39118,158238,-30640
62339,36839,162199,-34555
62224,34358,171422,-37422
-7410,67302,112132,-2047
-8436,63660,115826,-813
-11506,64616,122112,-4727
-12152,91814,109008,-29927
-13545,-28497,147637,55612
-8570,-24960,158316,51264
-4078,-20728,164382,47536
605,-16451,167995,43592
3973,-13581,164587,41212
5578,-12924,157598,40819
80950,100806,190610,-28055
62767,38973,161789,-34334
-4610,65556,110318,-1488
-5773,61901,114143,-332
-8984,63012,120526,-4027
-12631,91187,123467,-28628
-9528,91616,106884,-27902
38666,68448,97200,-1886
34313,100907,73241,-12973
49476,72714,92528,-1853
47318,68526,97344,-1755
42797,70593,104177,-3379
36081,103921,104171,-13545
40816,106058,85468,-12846
43302,101410,72872,-10375
58469,72865,92625,-145
56337,68667,97431,-578
51731,70721,104261,-2192
49753,106171,85529,-10995
66759,68861,97515,1342
39689,51889,131635,-3383
41548,46534,139926,-11332
71752,44946,113464,-8455
45900,51908,131250,-450
47800,46614,139612,-8543
81269,48537,110773,-11637
80757,44995,113577,-11825
52073,51903,130867,2451
54001,46675,139295,-5694
64973,63049,141425,-10609
90162,48516,110992,-14562
89574,45008,113752,-14957
58179,51853,130467,5319
60106,46696,138960,-2805
72279,63769,141843,-8975
71793,67329,135859,-816
103862,92336,76488,-10582
103602,81772,78030,-11582
97934,45054,113926,-17892
97013,75299,115129,-8294
64352,51804,130094,8210
66251,46715,138651,202
79634,64470,142242,-7329
79040,67872,136102,1100
121838,74118,93128,10404
119879,69863,97907,6208
114842,71856,104728,3111
111098,79036,109494,1351
110156,88542,108616,-976
115277,102495,73235,-9942
113778,92500,76552,-11037
113513,81935,78077,-12134
113322,72202,85968,-13871
106070,45106,114084,-19938
103438,75148,115552,-11789
70422,51544,129932,10960
72222,46510,138560,3079
86770,64876,142842,-5926
86044,68114,136538,2713
130643,74469,93367,10790
128720,70196,98122,6343
123722,72170,104924,3493
119952,79330,109678,2339
119009,88819,108793,619
117587,97539,110405,-1468
113282,45170,114314,-21471
109205,75011,115989,-14709
108923,80125,96729,-5407
78022,46240,138406,5930
93741,65277,143375,-4372
92872,68372,136922,4315
138772,74654,93614,11098
136844,70386,98362,6395
131889,72365,105143,3861
128086,79522,109880,3326
127126,89010,108994,2202
119815,45353,114603,-22898
120013,48331,117993,-29673
114576,74986,116548,-17687
114412,79966,97426,-8216
83894,46228,138158,8986
100828,65960,143896,-2352
99814,68910,137314,6158
97266,68216,134508,13620
126670,48564,118080,-31120
119872,74940,116992,-20810
119821,79795,97999,-11219
89906,46292,137896,12120
106895,69501,137659,8077
104471,68653,134711,15025
133398,48734,118198,-32648
125148,74812,117410,-23868
125193,79539,98537,-14387
125063,80519,78887,-9516
95984,46292,137632,15219
140123,48931,118361,-34130
130574,79276,99156,-17606
130577,80131,79631,-12790
146436,48660,118912,-35584
135541,78611,100181,-20760
135669,79343,80803,-16157
152889,48315,119473,-37123
154016,-30768,133900,-49427
153872,-30128,145422,-47705
151100,-26788,156748,-43092
148119,-22925,163115,-38273
145067,-18787,167003,-33421
141722,-16678,163184,-28503
157015,-30241,133291,-51855
156478,-29220,144546,-50221
153426,-25610,155726,-45562
150226,-21520,161850,-40568
146916,-17126,165524,-35529
143566,-14762,161484,-30924
165214,62772,131734,15263
182491,82229,94107,30894
180110,87256,94106,36013
156355,-24115,154735,-47424
152928,-19894,160632,-42840
149363,-15437,164085,-38240
162900,57964,125396,11820
166396,60464,132186,16105
169570,63992,136570,20381
173209,68475,131701,24035
179415,75995,120019,29397
182141,78437,107621,30899
168389,58965,132021,19104
171766,62408,136256,22807
175626,66806,131484,26072
182193,74165,120127,30662
184971,76653,108045,31506
110163,93455,169987,52362
109615,82037,169835,47712
121966,61452,155952,39096
126666,54450,150650,34531
144566,88734,112674,86209
146011,85623,113321,86474
147221,76407,114135,80846
148030,64038,114414,72486
148993,52027,115911,64092
151198,40582,121844,54215
177964,53632,160538,30198
179076,57858,152900,30380
177599,58447,147309,29549
176588,35654,155564,7266
176635,26351,161513,-1805
176735,18839,163825,-9333
109649,92829,170881,53341
110379,91467,169641,55275
110046,80098,169562,50525
112677,71721,166533,47603
122068,59606,156092,41323
126640,52686,150890,36516
131517,52841,144379,34867
217550,97982,120488,28491
220999,91989,114379,20816
224166,86370,110312,13827
227272,80600,107762,6882
230126,74272,105722,-290
226549,73797,116019,-10283
145738,85936,112422,85519
147471,82859,113075,85613
149003,73667,113901,79675
150125,61581,114177,71335
151451,49953,115735,62854
153954,38880,121486,52831
180076,53430,160348,29812
180918,57374,152968,29851
179550,57828,147570,28558
178695,35417,155773,5803
178746,26410,161714,-3233
178847,19195,164015,-10550
109745,89439,169229,55664
109437,78131,169213,51114
121001,57729,156133,42455
125436,50882,151038,37828
130321,51061,144553,36429
216848,96156,125172,32907
220305,96523,121397,30776
223842,90928,115626,22934
227070,85664,111940,15752
230217,80243,109571,8603
233173,74285,107563,1214
236414,72742,110088,-2257
234590,94942,94202,11857
232887,87349,95979,4710
231193,80669,102269,-1364
230432,76388,111330,-5961
229772,73916,117166,-8896
228933,73295,118277,-9821
227881,74395,120635,-9039
212006,92002,134184,6182
206117,84635,136489,417
205047,74895,134697,-6357
199759,68695,133251,-15935
197030,65964,131944,-26871
194805,66831,131691,-34802
145071,83107,112107,83171
146905,80061,112769,83191
148587,70899,113609,77176
151372,47868,115506,60693
153978,37166,121072,50798
179823,56943,152987,28908
178563,57245,147791,27439
177846,35246,155904,5082
177899,26533,161849,-3665
106021,76111,168789,50408
117133,55799,156091,42751
121441,49017,151103,38477
220930,94990,122356,32082
224525,89773,116943,24392
231022,79802,111396,10354
234027,74213,109425,3062
237546,72794,111714,-351
237476,93894,96250,13527
235627,86523,98049,6530
233696,80144,104076,590
232725,76171,112827,-3887
231879,74007,118363,-6733
230904,73660,119172,-7670
229801,74757,121223,-7065
214515,91891,133875,7699
208687,84681,136271,1766
207634,75146,134872,-5123
202303,69141,133673,-14737
199470,66712,132368,-25798
197235,67939,132015,-33867
174089,91951,113489,-39799
175817,92167,98821,-42222
179107,88233,79447,-52773
180019,86771,71605,-57301
180174,85730,63444,-60848
235364,85752,100080,6657
231501,74145,119531,-5701
230533,74045,120047,-6394
214741,91813,133505,8471
208991,84765,136039,2645
207939,75443,135037,-4015
199654,67504,132786,-24172
197419,69091,132307,-32066
173140,91814,126888,-36789
174358,93300,113518,-38299
176021,93567,99269,-40948
180221,88697,73285,-56272
180385,87821,65589,-59924
180389,94239,57075,-57040
172429,94743,113549,-37359
173986,95054,99722,-39953
177951,90681,75017,-54602
178052,89970,67766,-58059
37507,109069,219755,23403
41626,100760,225564,26823
43985,86327,230441,27050
44774,66976,236056,26117
46999,49215,239941,21888
50388,31716,246766,5786
33945,108347,215819,24068
37846,99994,221462,27294
41141,66665,231825,26775
43506,49396,235884,22246
47198,32944,243526,6100
30669,107705,211615,23164
34362,99312,217096,26321
37747,66527,227299,26245
40295,49789,231713,21580
27321,107331,206945,22371
30792,98914,212278,25210
34166,66702,222396,24923
36929,50575,227155,19918
39181,40409,232113,9582
41301,36237,236527,3985
24037,106253,202605,22600
27253,97837,207795,24960
29276,84354,212218,24849
30553,66239,217953,23960
33467,50805,222991,18384
38237,37517,233225,2493
20851,104153,198755,23568
23799,95743,203795,25465
25771,82523,208165,24993
27014,64786,214120,23747
29965,50085,219409,17528
-66678,55090,149936,-31393
-64087,46989,151475,-24106
-50043,11109,166193,8918
-68976,56216,148842,-33924
-66205,47913,150359,-27025
-63281,39613,152595,-21071
-53013,16065,161777,-1178
-51538,11084,166568,3379
-49983,7095,169617,8005
-14776,-7704,157492,60941
-7983,-12451,154929,68225
11997,-38385,143785,103314
13361,-42389,139665,109732
-66359,58007,146847,-35859
-63404,49510,148206,-29385
-60296,41014,150612,-23943
-49604,16770,160780,-5289
-48290,11828,165926,-1064
-47187,7763,169465,3215
-23973,-12407,161137,60827
-16671,-10841,159367,61961
-9771,-15861,157079,68596
-3247,-20859,154655,75140
7901,-33321,150061,89818
10400,-43114,145510,101326
11693,-47159,141079,106959
12811,-45533,137903,107443
27339,125455,192003,-99746
24576,113084,196614,-92227
-57174,52182,144758,-32296
-53893,43505,147225,-27323
-42926,18584,158508,-9686
-41950,13652,164030,-5858
-15884,-12652,160030,62561
-8855,-17947,158009,68709
-2207,-23213,155867,74671
9085,-36291,151007,88272
11499,-46541,146109,99384
12729,-50637,141345,104254
25449,143761,183815,-104375
23384,130144,190846,-96358
20422,117536,195486,-89140
-68305,38667,124497,-12422
26097,148501,182771,-99889
24061,134599,189829,-91694
20915,121755,194483,-84726
-61398,45804,118064,-13975
-68030,40758,123350,-12348
-54838,83162,107316,2283
-57916,100088,107686,738
24753,137691,190041,-86481
21463,124603,194733,-79764
-52938,39954,117248,-5929
-56468,46620,118250,-11641
-63295,41469,123495,-10069
-64162,42834,123550,-8949
-53565,83417,105907,-241
-56125,87135,110589,-3681
-58783,103943,104899,-7542
-57022,100720,106536,-3086
-51784,96774,112898,1764
-16084,36994,104864,-45453
-55498,41724,124048,-7767
-56372,43006,124060,-6692
-44652,78194,99602,3681
-47032,83246,104912,-1719
-49757,87093,109771,-5949
-52609,104295,104087,-10275
-50792,100928,105810,-5952
-45661,96807,112347,-1237
-10111,34787,107645,-35738
-11442,36050,106538,-43995
-12562,37808,98958,-50910
-39495,82445,104583,-2900
-43550,100482,105790,-8484
-38533,96183,112507,-3905
4576,102668,199572,-41766
577,103617,202697,-46113
-10428,82668,100908,-5437
12505,106901,196429,-36604
7236,104986,199472,-39078
3491,106277,202903,-43044
-759,79489,141729,-39007
-5515,40627,125149,24037
-4954,40540,129618,25958
4286,77046,93384,3437
522,82796,99568,-4933
-3118,87374,105318,-13025
13388,109138,195712,-34187
8269,107551,198981,-36785
4780,109182,202738,-40389
8439,110895,207545,-40724
3595,89183,152801,-39107
2876,82940,141850,-35619
2463,75779,133725,-31052
2162,39792,124262,24012
3101,39611,128669,25958
4215,39487,131113,28069
10556,83210,97936,-2493
6553,87939,103855,-10691
3012,55710,165714,12035
5092,68438,159406,9768
6613,112711,201747,-37810
6698,39560,122618,22841
7833,39327,127007,24695
9130,39162,129450,26773
17067,84335,95637,-1148
12619,89199,101711,-9130
8043,55613,165291,12594
10088,68342,159262,10344
12132,81136,154460,8037
11914,39500,124806,23939
11167,56183,164571,12505
13190,68916,158864,10230
15216,81704,154384,7916
20526,5186,131058,-4413
19908,2328,142184,-9694
27790,5236,128264,-2130
27186,2404,139396,-7722
27142,-240,149738,-13722
37886,8158,125174,-1640
37289,5339,136301,-7544
37225,2667,146615,-13658
48613,8201,133943,-7707
48551,5539,144231,-13827
59091,9035,133475,-7121
59038,6378,143780,-13193
38882,133958,179126,-24705
37003,137599,182953,-26363
24217,114965,106467,-25529
69033,9463,133487,-6585
68980,6806,143798,-12621
47129,136157,174311,-19013
43710,136790,176160,-23299
41923,140615,179685,-24961
30673,131267,123465,-32512
28715,126175,111685,-30255
27100,119850,102612,-26814
19775,60463,114611,-5389
19894,58400,118494,-2025
79014,9886,133520,-6039
78975,7235,143827,-12052
55395,138311,171993,-13291
52408,139142,173468,-17944
50992,143176,176626,-19950
37982,130658,106738,-30674
18880,70730,105672,-19852
27832,69648,103784,-16131
27521,67523,109759,-12858
27427,65453,113701,-9324
89062,7714,143848,-11519
62577,139305,172625,-11005
32027,74869,102109,-23285
40769,73943,100061,-19936
40248,71968,105884,-16880
39956,70042,109676,-13521
40264,61588,33000,5272
42275,64573,29681,5733
43037,70097,27035,6328
99209,8315,143751,-11046
105250,-22086,170068,-17274
54831,75027,99225,-21304
54001,73091,104987,-18660
51067,62891,31771,295
52708,65856,28460,412
53085,71363,25817,942
115304,-21466,169872,-22074
62256,63290,31506,-4407
63534,66230,28186,-4653
63520,71710,25540,-4192
125506,-20738,169604,-26894
73578,64016,30858,-8815
136157,-19587,168921,-31743
135927,-18857,169185,-24449
147327,-17897,167739,-36583
146782,-17162,167990,-29049
118127,107283,66943,-12879
118322,93712,57590,-13437
117718,81254,57504,-14950
158829,-15969,166205,-41415
157932,-15220,166448,-33738
125063,139141,166505,33397
124701,140049,165271,26381
125851,138587,157065,-660
133581,108663,63809,-11708
133777,95105,54463,-12538
133186,82652,54370,-14008
108469,69161,25945,-20394
108205,72025,22599,-21986
169966,-13972,165102,-45728
168671,-13189,165349,-38157
166017,-16955,166391,-33522
134951,148413,167201,39809
134661,140463,164779,36327
134660,141376,163214,29606
136175,145539,163521,25639
138076,139980,154278,4464
138878,139010,140602,133
148518,96586,51688,-10629
147936,84134,51590,-12061
145648,84484,91666,-22894
142714,82440,97412,-22736
120082,71174,24016,-23527
119407,74027,20657,-25366
117948,79398,17982,-25611
178942,-11990,165038,-49179
177305,-11273,165209,-42042
141828,149360,166314,42884
141912,141396,163636,39094
142291,142297,161805,32649
144156,146456,161850,28945
146269,141657,163925,11991
147454,140922,152276,7699
148554,139954,138566,3355
151498,87102,92490,-25149
157857,86107,90349,-25411
154940,84046,96100,-25221
130401,72607,22665,-24236
129331,75447,19299,-25741
127580,80800,16612,-25672
150056,143660,160334,35698
152226,147850,160246,32321
155505,142343,150675,11099
160224,88486,91302,-27131
166581,87455,89149,-28025
163668,85372,94902,-27847
160954,83318,98640,-27316
135783,76701,17991,-26487
171469,87989,94771,-28998
184665,24671,85247,34417
188553,32645,93755,39042
193525,30313,94723,39625
191419,94139,102795,-53724
188676,91840,106300,-53525
186101,89537,107809,-53484
188978,95658,108344,-47592
195381,95527,103979,-54445
192624,93228,107486,-54368
190039,90917,108995,-54477
107674,67120,134488,-643
109310,79546,128782,2387
110693,91895,124377,5449
194026,96910,109306,-43964
200421,97091,104943,-51093
197659,94793,108449,-51517
161042,118232,72872,8528
165792,121578,76006,15469
128308,75830,122566,-875
111449,66923,134439,-3892
113012,79338,128380,-801
114315,91677,123641,2329
207100,96346,109444,-46241
171657,117449,74513,7271
176457,120689,77263,13313
180656,124582,78822,17022
120475,66825,134473,-7507
121707,79239,128179,-4776
287262,82184,120922,26299
286676,84502,116988,26576
282549,79067,115253,20800
277260,70854,116620,13109
271112,62590,120480,5913
265487,55221,125617,-1070
259467,47611,132795,-8033
182234,112940,71812,260
186002,116666,76234,6130
190772,119716,78670,11269
194972,123620,79892,14755
287417,78453,121783,29230
287027,80871,117729,29142
283234,75546,115948,22796
267051,52683,126305,-135
261295,45343,133789,-7553
258347,38869,142461,-14538
237141,17677,184505,-53785
232234,13228,186038,-59946
228123,6937,186013,-67906
224130,70,184852,-76309
219837,-7317,182113,-85703
215919,-16013,177699,-96322
213518,-23686,170366,-107665
279470,73024,117556,32729
276097,67889,115667,26210
261092,46278,125800,3404
255754,39334,133626,-3988
253080,33432,142544,-10815
233706,17394,187220,-49894
229101,13061,189007,-56382
225255,7077,189247,-64597
217477,-6627,185855,-82939
213797,-15083,181571,-93884
211528,-22374,174160,-105061
185194,153816,177256,77738
188818,125246,174552,58777
223644,13148,188172,-44219
219480,9084,190210,-50887
209088,-9298,187992,-77409
205806,-17344,184040,-88376
203835,-24075,176775,-99408
191085,173443,169663,90661
190601,171607,171729,93608
186840,163624,176948,91589
184722,148762,180902,79384
188944,120830,178510,59579
198335,119749,169569,53724
202593,115365,166481,49416
237038,105214,88704,16692
237979,96157,83099,6266
239165,77405,103053,-15730
241467,76467,110575,-20494
245451,79331,115677,-23498
238407,108909,116369,-6717
231788,102612,120992,-7497
189253,166075,174763,90929
188837,164317,176917,93639
185135,156389,182217,91350
183040,141958,186240,79158
187952,114826,184434,60103
197534,113954,175698,54493
201988,109782,172828,50567
240707,99587,95141,23525
241953,90889,89535,13274
242414,83136,91656,4781
244062,73188,108564,-8265
246663,72589,115703,-12858
250952,75754,120430,-15705
255136,80100,124616,-17500
247505,102447,120537,-3687
243141,104543,121605,1098
236442,98254,126550,55
223749,99465,91475,-5810
226250,101780,94522,-2698
230240,103876,96140,-966
234544,108964,85562,-1607
228328,103852,91418,-6011
179090,152460,180338,91939
178921,150805,182445,94254
175466,142972,187720,91714
173589,129041,191707,79731
179854,103012,190294,61154
189867,102473,181749,55677
194759,98657,179059,51905
240877,91537,101983,26659
242581,83313,96481,16842
248956,66912,121750,-7267
253573,70435,126169,-9656
257814,74874,130064,-11356
250375,97135,127161,2254
246271,99049,128617,6940
239824,92830,133954,5988
231121,92729,100157,-4877
233206,94730,102904,-2542
236788,96616,104354,-1509
240587,100099,104321,524
243820,105188,91112,1295
240578,101550,93492,-2590
234127,96567,99153,-7385
153131,143761,184941,80820
156734,143994,184098,83746
158363,142185,184715,86385
158151,138787,186985,88687
158036,136934,188944,90775
154641,128911,194081,88088
152830,115194,197898,76515
226558,72538,104444,20155
239317,61223,134045,-3745
237205,87631,136089,8387
233606,89350,137888,12866
230797,83931,112545,-806
234295,85733,113859,-109
238048,89128,113696,1656
241693,94505,100541,2162
238533,91079,102887,-1709
232258,86314,108368,-6545
132169,136527,180975,74808
136276,137554,185498,77283
139810,137686,184374,79501
141388,135770,184706,81421
141120,132262,186704,83121
218307,80429,112463,-174
119037,133693,178537,72167
123192,134676,182670,73923
126742,134798,181192,75358
128350,132868,181176,76492
128106,129348,182816,77470
111948,133324,178312,70641
116959,127967,177341,71897
84266,132068,162716,58338
85849,129955,161105,56597
85596,126256,161154,54733
76813,135297,162817,53624
80131,135237,159479,51623
81556,133104,157542,49288
81139,129377,157275,46903
77414,136354,160162,50609
80747,136473,156621,48041
82186,134518,154554,45122
81768,130966,154164,42161
74168,131894,162842,48763
77616,132088,159170,45770
79164,130208,156994,42432
78853,126733,156495,39232
67948,125494,165840,47031
71472,125762,162224,43858
73080,123948,160132,40358
-92495,-79099,82953,-85333
-94393,-77545,80735,-81901
-104618,-77308,84178,-87657
-106479,-75867,81929,-84837
-107194,-73572,82548,-81483
-116346,-73440,82438,-83193
-56301,34721,143369,123045
-62054,34204,141012,128006
-61196,32462,141888,130880
-66715,30347,138447,127935
-65667,28475,139211,130363
27634,3540,231778,-40180
28092,310,228336,-40924
38717,2853,233157,-42314
38787,-437,229683,-42917
44054,2480,234210,-42345
43842,-870,230704,-43048
43688,-4254,227430,-43952
46762,-4576,228214,-44149
6127,55463,234069,56216
7364,55908,231368,59472
8987,54727,233519,57069
7784,56360,225878,63146
9530,55044,230846,60495
11134,54030,232962,57818
9562,55356,225226,64284
79160,37938,96896,6520
79611,38035,96653,1476
88741,38747,98177,10061
89537,38249,98641,5895
89976,38006,98404,1763
90081,37335,97743,-2531
95961,39833,99507,11410
97033,38359,100597,7698
97699,37395,101193,4175
98007,36673,101101,757
97972,35522,100592,-2734
97448,33302,100058,-6131
101503,35143,104109,2928
102009,33723,104635,-113
102160,32556,104454,-2817
101964,30976,103856,-5586
103026,30810,106262,-3464
103001,29471,106133,-5338
100855,32441,109167,-2649
101169,30539,109751,-4219
101103,28873,109655,-5473
98621,32693,112483,-3757
98921,30449,113071,-4671
98859,28443,112963,-5293
96729,30583,115929,-5137
-59353,78331,111845,9571
-60211,71161,106097,6578
-60593,64585,100397,3059
-60407,76597,110605,1823
-60915,69153,105119,-1197
-60942,62328,99682,-4358
26827,34021,76609,-45820
29962,35598,77094,-39776
36644,36350,77154,-43365
39854,37922,78182,-36161
42735,37747,76517,-47748
47010,39140,77904,-40578
50296,40710,79472,-32227
53360,40940,76898,-45229
57723,42351,78833,-37425
61090,43918,80948,-28147
68797,45935,80001,-33847
72245,47499,82645,-24038
3508,91996,109416,13989
83619,51445,84559,-19606
13466,88378,109182,22403
9040,89884,104500,14627
6972,89478,97794,4986
18652,86280,104548,22763
14502,88062,99326,15315
12647,88057,92211,6155
23515,84393,99695,23117
19643,86455,93945,16087
18000,86850,86424,7403
24635,85157,88255,16874
23200,85950,80328,8670
151874,-12694,143816,49168
154418,-24168,135268,53856
145147,-15729,145579,41825
147690,-27434,136640,46179
150282,-38570,126532,51379
152378,-48014,115358,57414
140383,-30305,137761,38904
142933,-41671,127285,43953
145318,-51344,115730,50448
114885,179327,66265,-68503
109153,188081,52161,-69493
110339,183423,69419,-68490
111205,177437,87363,-66718
105748,180990,91300,-66781
100314,184224,95312,-66585
-29870,-4760,139588,-18074
-29851,-11171,133689,-27713
-28767,-4051,136623,-15082
-28713,-10237,131015,-24404
-28534,-17302,124680,-33549
-27370,-3512,133590,-12008
-27277,-9477,128157,-21005
-27058,-16322,121774,-29939
-26004,-3352,130778,-8883
-25873,-9097,125363,-17572
-25616,-15720,118946,-26165
-24539,-9065,122687,-14011
-24240,-15466,116222,-22303
-23711,-9587,120363,-10371
-23371,-15763,113865,-18353
-22463,-16323,111509,-14219
5714,-65884,-6862,-4047
-1474,-64338,21934,10673
3656,-64882,5786,7366
8702,-65284,-9764,2961
13556,-65394,-18392,-2537
55027,88593,71769,20170
-14171,149439,-99641,-46105
-13418,152930,-100930,-43071
1479,-64291,18401,17953
6822,-64442,2396,14641
12079,-64445,-13015,9917
17146,-64154,-21510,3883
60386,89574,73186,15849
-13739,145999,-98971,-50565
-14333,151095,-99761,-46332
-13885,154619,-100753,-44328
21309,-63135,-24483,9932
66277,90509,74835,10641
68420,90352,92796,16421
-10260,138862,-99616,-54492
-12819,147285,-99077,-49626
-13455,152421,-99743,-46100
-13313,155977,-100431,-45043
4057,-29153,86279,49427
3844,-33888,76354,49356
72743,91369,76747,4578
75020,90796,94496,10608
-8725,139915,-99423,-52146
-11160,148254,-98982,-48034
-27461,207411,75709,19000
-25261,213109,91825,31111
9986,-27502,94798,52526
9327,-31829,84847,54503
8910,-36518,74508,55566
79932,92180,78856,-1698
82199,91203,96395,4512
83895,89955,113983,10883
-25230,206456,76942,16825
-22817,211667,93195,29444
-19522,216930,108546,42411
17460,-18382,103856,59502
16734,-30370,93928,56387
15981,-34777,83709,59530
15334,-39466,73026,61402
87313,92939,81181,-7790
89372,91560,98506,-1647
90853,89905,115883,4989
-21376,205426,78126,15183
-18749,210151,94501,27839
-15239,214931,109991,41048
-11421,212537,125281,47915
25732,-21192,103308,62543
24926,-33258,93122,60014
24112,-37748,82624,63848
96770,92088,100610,-7724
98043,90029,117767,-1125
-12997,208803,95529,26449
-9270,213110,111152,39527
34738,-35940,92096,63306
33847,-40511,81325,67673
67635,-21065,-56035,10240
68595,-8397,-59143,2969
76388,-19432,-58234,12447
77386,-6530,-61032,5397
84826,-17930,-60262,14543
85862,-4800,-62742,7800
92719,-16717,-61963,16487
93790,-3352,-64136,10075
99971,-15761,-63365,18227
101075,-2171,-65223,12128
105557,19609,26573,15129
109153,17409,33095,14250
106821,16485,40817,24573
111586,12744,36546,2953
112995,14967,39287,13401
110450,13630,46398,24193
116105,10597,42655,2304
117300,12412,45010,12688
114551,10673,51457,23633
122089,9947,50045,12165
119121,7809,55815,23031
93387,-28941,156325,62294
92498,-36266,157500,55607
87457,-30561,155367,60297
86303,-37811,156541,53844
112907,250871,83141,27227
110980,244200,91224,17092
80794,-31900,154236,57574
79375,-39071,155415,51335
114655,255931,76261,42686
113152,249864,83478,32544
111524,243234,91334,22508
126514,156432,149674,-33863
127671,145349,149519,-34095
72675,-32727,152675,53567
